frame,x,y,z,confidence,source
260,-4.861795663088177,-2.8883062431913418,1.283496322572932,0.6,depth
260,-4.79284263613028,-2.8141262208323843,1.2185071037325348,0.6,depth
260,-4.107856489491908,-2.1571900978201475,1.2568493077030458,0.6,depth
260,-4.009996937725134,-2.1116830236879527,1.2607907706830497,0.6,depth
260,-4.075216693980194,-2.1719333976194006,1.3749970616575016,0.6,depth
262,-3.7466249476400963,-3.5514559270363275,1.3707478744779449,1.0,rover
262,-3.441565422362286,-3.283548656389746,1.3713646175170688,1.0,rover
262,-3.453642408335388,-3.885064265415338,1.3691022054465973,1.0,rover
262,-3.148582883057578,-3.6171569947687563,1.369718948485721,1.0,rover
280,-3.861179528879181,-2.02760867599508,1.1690758453513688,0.6,depth
280,-4.895590273921081,-2.903946475620513,1.1360755754178933,0.6,depth
280,-4.48039248226715,-2.40727158253101,1.2947416756096641,0.6,depth
280,-4.049504100199762,-2.114138803173212,1.143880977791003,0.6,depth
280,-4.455804127011223,-2.4486778753869682,1.2281502858572453,0.6,depth
280,-4.703778996543361,-2.7391748858818907,1.1980443867173163,0.6,depth
280,-4.806249901189588,-2.7854469320878614,1.1392867660344006,0.6,depth
280,-4.713430503169959,-2.7187059728577796,1.186879192225445,0.6,depth
280,-4.50276380429621,-2.4156986461770806,1.2996858925609107,0.6,depth
280,-4.472237703915688,-2.06715497182923,1.143603584840591,0.6,depth
282,-3.7323201786138682,-3.5496075934540885,1.3470735140307621,1.0,rover
282,-3.428102473432341,-3.280763186272677,1.3502786008253684,1.0,rover
282,-3.438296291807246,-3.882298752738998,1.3454777318433842,1.0,rover
282,-3.134078586625719,-3.613454345557587,1.3486828186379907,1.0,rover
460,-3.392491764387972,-1.1186153747714924,1.3141566039612165,0.6,depth
460,-2.8752545870554713,-1.6940585473847218,1.2549468782962796,0.6,depth
460,-2.572527703628105,-1.36799672625363,1.4033855254056413,0.6,depth
460,-2.1633557809790718,-1.6175985501587598,1.419043823441513,0.6,depth
460,-3.1553716013989823,-1.3920478732463315,1.2428669457587662,0.6,depth
460,-3.7157865844016986,-0.7189051859532452,1.22509694476209,0.6,depth
460,-2.876711152838192,-1.6724728485884146,1.25275251891353,0.6,depth
460,-3.3492454705947425,-1.0174306254157872,1.2127299053364353,0.6,depth
460,-3.152379072707677,-1.3506009636095306,1.3098909941729244,0.6,depth
460,-3.60233835216255,-0.8788234994836119,1.1727779513534469,0.6,depth
460,-3.2422678516561376,-0.963270769695399,1.3889923401167814,0.6,depth
460,-3.301265399945122,-0.8632984902443632,1.204386534982235,0.6,depth
460,-3.6565686074827513,-0.8454987777480161,1.293850021090287,0.6,depth
462,-4.370039497990762,-1.9224910996252083,1.276958331811226,1.0,rover
462,-4.097784010567226,-2.2224913894380807,1.303656190900782,1.0,rover
462,-4.695312669414339,-2.221555182111888,1.2334377789832929,1.0,rover
462,-4.423057181990803,-2.521555471924761,1.2601356380728488,1.0,rover
480,-3.103240442062282,-1.321421858745186,1.2866907340070604,0.6,depth
480,-3.464169636979075,-0.389353918433752,1.377517433812904,0.6,depth
480,-2.595560815337268,-1.6979038763763687,1.3313665194487936,0.6,depth
480,-3.744434257555402,-0.5687020313052249,1.2573502151854983,0.6,depth
480,-2.109594784637236,-1.643575653031654,1.4442450998767218,0.6,depth
480,-3.224974126178476,-1.0377534623446951,1.3840061863217468,0.6,depth
480,-2.3550918839563937,-1.487989898889304,1.4373729779932332,0.6,depth
482,-4.365767364054896,-1.8104842405923376,1.3092909968741386,1.0,rover
482,-4.1043825297005165,-2.1199270702930653,1.3368428301405462,1.0,rover
482,-4.699930916719851,-2.097638143819771,1.2543969541045836,1.0,rover
482,-4.438546082365471,-2.4070809735204994,1.2819487873709914,1.0,rover
660,-1.471823204532014,-1.3262915084626519,1.4594198564664946,0.6,depth
660,-1.5905179491467503,-1.274037795264072,1.5005398980822486,0.6,depth
660,-1.6875271549667463,-0.7917246731580012,1.2702699838114753,0.6,depth
660,-1.9110010929368717,-0.6345110953893429,1.4094878860196343,0.6,depth
660,-2.3800433465924593,-0.834238304626008,1.3508500752584671,0.6,depth
660,-1.7857779763805617,-0.7985153350648064,1.500746550811558,0.6,depth
660,-1.6342451081255653,-1.204438064840238,1.4343960815092984,0.6,depth
660,-1.5017886465142296,-1.2990937345003206,1.466193686162225,0.6,depth
660,-2.5579854662071067,-0.6861441356153828,1.4565878193868254,0.6,depth
660,-1.5785829671677962,-1.2678439565776904,1.4636173190067134,0.6,depth
662,-2.892486849733564,-1.970488280001577,1.5675887144839695,1.0,rover
662,-2.5352989823652607,-2.163370248769789,1.574615344471534,1.0,rover
662,-3.1035382792394337,-2.361046163158732,1.575193581828733,1.0,rover
662,-2.7463504118711306,-2.553928131926943,1.5822202118162976,1.0,rover
680,-1.9031283673550812,-0.4560350831582256,1.25382515008942,0.6,depth
680,-1.503446682872167,-1.2650800854706983,1.5116774546714573,0.6,depth
680,-2.4589326533658444,-0.7961503641363763,1.3995078666676133,0.6,depth
680,-2.181965440866909,-0.466634267074058,1.2920854956375214,0.6,depth
680,-2.4902086200492732,-0.7745701091712776,1.4144533813079476,0.6,depth
680,-2.6080303128695883,-0.7337812844217431,1.3467687340257712,0.6,depth
680,-2.1294464342031514,-0.5519124348973345,1.4248905201295554,0.6,depth
680,-1.5431922060663468,-1.282503039481313,1.428308942469713,0.6,depth
682,-2.8910215274939066,-1.9755476753953172,1.5684570456226423,1.0,rover
682,-2.53370380557494,-2.1681892839687875,1.575475325245581,1.0,rover
682,-3.1018109087636674,-2.366244305824057,1.5762017028481197,1.0,rover
682,-2.744493186844701,-2.558885914397528,1.5832199824710584,1.0,rover
860,-4.187173454588931,1.456914243143194,1.1980684210855683,0.6,depth
860,-3.875485348270635,1.8320068042703814,1.148765074537094,0.6,depth
860,-4.6856628377968095,1.4151681735923918,1.13896082482752,0.6,depth
860,-3.460925639663261,1.7746508494486397,1.1273348914600079,0.6,depth
860,-3.5828375896616915,1.7269052286704516,1.171913645057155,0.6,depth
860,-4.375258702675419,1.4084300159375964,1.2344080163356002,0.6,depth
860,-3.2856147054900675,1.8413294920596273,1.2945123874529567,0.6,depth
860,-3.6971068410766783,1.6729989825919673,1.2816922956470145,0.6,depth
860,-3.320285514701451,1.7880619699727844,1.2023099789408571,0.6,depth
860,-3.8416915448187017,1.5820024014059682,1.262042233821943,0.6,depth
862,-3.6579103885131077,0.3430047441070136,1.3926868588493733,1.0,rover
862,-3.276370411808232,0.48155281586105336,1.3844601955354565,1.0,rover
862,-3.506187505691074,-0.07408617089031874,1.404988706469125,1.0,rover
862,-3.1246475289861984,0.064461900863721,1.3967620431552081,1.0,rover
880,-3.8348940993646896,1.8190861385701464,1.0717069546459994,0.6,depth
880,-3.495508891304562,1.7465731846609662,1.2017279090391206,0.6,depth
880,-3.218817741634622,1.8266874314460435,1.2706977360188534,0.6,depth
880,-3.775408832052019,1.6381537332314677,1.2655184989219914,0.6,depth
880,-4.2421435375492305,1.5104120045871527,1.37309679259412,0.6,depth
880,-3.2905314520690485,1.8002155004323805,1.2332653106858822,0.6,depth
882,-3.6846122687883485,0.36572697334757776,1.406490251329133,1.0,rover
882,-3.3019205867612147,0.5008259919239753,1.3950302475360687,1.0,rover
882,-3.5365403910047073,-0.05267660992902698,1.418703379958744,1.0,rover
882,-3.1538487089775735,0.08242240864737058,1.4072433761656797,1.0,rover
1260,-8.720865552003422,3.1511587811828665,1.7003001397896904,0.6,depth
1260,-8.175817088748277,3.2237873537766975,1.6213465170316326,0.6,depth
1260,-9.512784081857884,3.035097440655446,1.6307520277857248,0.6,depth
1260,-8.068240096023514,3.2572317668225184,1.5942647285498546,0.6,depth
1262,-8.734484640926214,1.7828807888539615,1.6350559873377288,1.0,rover
1262,-8.338363464755101,1.8705274821180686,1.6194973579417271,1.0,rover
1262,-8.640830754062975,1.3513637057057484,1.5886021777343657,1.0,rover
1262,-8.244709577891863,1.4390103989698555,1.573043548338364,1.0,rover
1280,-9.3567769911155,2.8356393132815523,1.6472269155275536,0.6,depth
1280,-9.040030610602583,3.005920557049187,1.7093059669724064,0.6,depth
1280,-8.83868577712833,3.0416926913414932,1.7663893635090289,0.6,depth
1280,-8.453509160769574,3.0877563006799615,1.5578224275506838,0.6,depth
1280,-8.241973289746722,3.1443983496277537,1.5443145398241651,0.6,depth
1280,-8.748619508786522,2.9706522988838264,1.757858628344752,0.6,depth
1282,-8.75668030483401,1.7065834070056185,1.648444237943311,1.0,rover
1282,-8.361433577813589,1.7974448496194453,1.629464695646965,1.0,rover
1282,-8.660102032738566,1.2760784625089192,1.5987036094495692,1.0,rover
1282,-8.264855305718145,1.3669399051227458,1.579724067153223,1.0,rover
