frame,x,y,z,confidence,source
260,-4.324480287890687,-2.0798806377123213,1.187687792575619,0.6,depth
260,-3.380628484212144,-1.641554116184928,1.3386608932610078,0.6,depth
260,-3.6364955645679924,-1.7442499646460212,1.38974011687524,0.6,depth
260,-4.471995800787944,-2.1754291164909447,1.285919372450507,0.6,depth
262,-3.4676483607517774,-3.0520928022259532,1.3716940515848866,1.0,rover
262,-3.101927698127123,-2.8758977806192068,1.377995741071145,1.0,rover
262,-3.274900459954534,-3.4520612026748307,1.3686077300491186,1.0,rover
262,-2.9091797973298794,-3.275866181068084,1.374909419535377,1.0,rover
280,-3.7155662557664964,-1.8374309223968404,1.3551357297177125,0.6,depth
280,-4.431336522058848,-2.194889655047767,1.246162547438551,0.6,depth
280,-4.396118773382664,-2.1663626401441793,1.210376297474971,0.6,depth
280,-4.137011280081978,-2.0691710966709937,1.2808142378838117,0.6,depth
280,-4.459622889839276,-2.1455173239750307,1.273223910465708,0.6,depth
280,-3.5042953039463893,-1.7164817380260542,1.2340980770079055,0.6,depth
280,-4.079352650213379,-1.9607843269569876,1.2004514698295212,0.6,depth
280,-3.7613284280789836,-1.8085703717408343,1.357096322179731,0.6,depth
280,-4.2721770132480925,-1.8880187104450434,1.3238879337811362,0.6,depth
280,-3.7849564923520065,-1.8376355881393882,1.1513122959115312,0.6,depth
280,-4.402673670829756,-2.2012325255602367,1.2328111793948473,0.6,depth
280,-4.373294688027268,-2.186996776497276,1.261554324606058,0.6,depth
280,-4.043371638845423,-1.9428305132692463,1.1567969460275274,0.6,depth
280,-3.2337478888753393,-1.6088141805413876,1.1745579967375541,0.6,depth
282,-3.4307128112392413,-3.0869287870189166,1.3455563206161456,1.0,rover
282,-3.0675876415342342,-2.905512296835833,1.3535668272394035,1.0,rover
282,-3.2321872024070846,-3.484023950081857,1.339310193028692,1.0,rover
282,-2.8690620327020775,-3.3026074598987734,1.3473206996519498,1.0,rover
460,-4.002973377714754,-0.5262977667951401,1.2298149749357488,0.6,depth
460,-3.9571827246943427,-0.5420013444986809,1.2578387904187962,0.6,depth
460,-3.2619557326834645,-0.3434927775933123,1.1398741629336835,0.6,depth
460,-3.6537352945109633,-0.4516706017664214,1.3453210739935728,0.6,depth
460,-4.065516996969125,-0.5654862410460035,1.1951049398160676,0.6,depth
460,-3.080749659195843,-0.2633227369268083,1.2973390062753383,0.6,depth
460,-4.201385659541334,-0.6073190510368249,1.160635560088213,0.6,depth
460,-3.871296286389059,-0.26371050357903614,1.2072827693169619,0.6,depth
460,-3.0060965049275516,-0.273176778428583,1.1825724163918663,0.6,depth
460,-4.19259619643352,-0.651406101782801,1.2070149995178305,0.6,depth
460,-4.211353607851256,-0.6051864113392178,1.203380675126076,0.6,depth
462,-3.3419954061270865,-1.6738972393780207,1.4136207867851083,1.0,rover
462,-2.9518225454557174,-1.5618199174137501,1.4073110564550673,1.0,rover
462,-3.2192469326661586,-2.1002314607843453,1.4311691177848107,1.0,rover
462,-2.82907407199479,-1.9881541388200745,1.4248593874547697,1.0,rover
480,-3.4905365486620163,-0.4113542775722272,1.2371216244464014,0.6,depth
480,-3.8368003375879223,-0.5109313371972188,1.2977602770739451,0.6,depth
480,-3.228194734809954,-0.3680576731629357,1.2750407409126163,0.6,depth
480,-3.8120670679482567,-0.5263582246699399,1.208262571685181,0.6,depth
480,-4.206101440547624,-0.6012545226974386,1.1662632796650818,0.6,depth
480,-3.0726892060755007,-0.33183990529554674,1.2234000381135735,0.6,depth
480,-3.683166376036382,-0.5038347438090367,1.334774049658195,0.6,depth
480,-4.179006855367662,-0.6037868997270708,1.1686648639385193,0.6,depth
480,-3.929872559154569,-0.5434870000586862,1.2545599008397748,0.6,depth
482,-3.3408322141831985,-1.677778584771418,1.4164708779797326,1.0,rover
482,-2.9508118580277323,-1.5651974286339911,1.4097177255955935,1.0,rover
482,-3.217511149376846,-2.103935010223256,1.4343206964981152,1.0,rover
482,-2.8274907932213798,-1.9913538540858293,1.427567544113976,1.0,rover
660,-5.62918808953691,0.29839168622527157,1.090001621049643,0.6,depth
660,-5.526094233475842,0.3241879840923978,1.3013031816561718,0.6,depth
660,-4.781440173836518,0.6621462764656907,1.0978370875091163,0.6,depth
660,-5.049883534213377,0.6079777835016782,1.2209722185311354,0.6,depth
660,-5.442571029056853,0.44942655309475255,1.2395704580143063,0.6,depth
660,-4.580692804970235,0.7265463026428265,1.2303607967407608,0.6,depth
660,-5.654446856509918,0.3925915452344637,1.2340400469952977,0.6,depth
660,-5.586619548741489,0.36997202060256473,1.1213583931391344,0.6,depth
660,-4.341140196648999,0.8366196995209505,1.2532629388282688,0.6,depth
660,-4.494612698067507,0.7068322763476345,1.1410441088468737,0.6,depth
660,-5.616397231351543,0.32967894310447954,1.2611498655607272,0.6,depth
662,-4.762008186002199,-0.6979188229790767,1.329492111995802,1.0,rover
662,-4.381935091933553,-0.5557508379788527,1.3424808458086952,1.0,rover
662,-4.606675522451628,-1.113805631083906,1.3362690197465399,1.0,rover
662,-4.226602428382982,-0.971637646083682,1.349257753559433,1.0,rover
680,-5.52703023131012,0.3229693496161419,1.1280910278833194,0.6,depth
680,-4.962028338492512,0.6537334670745878,1.070288120310874,0.6,depth
680,-4.466243860705015,0.7803178913694007,1.3096723128341856,0.6,depth
680,-5.44689739884864,0.39221348458651883,1.2617095127873146,0.6,depth
680,-4.774255303292497,0.6464228245480148,1.2354226461736109,0.6,depth
680,-4.380271137437885,0.7992912867041626,1.283550413483452,0.6,depth
680,-5.518588622806758,0.3578449124165404,1.2281068603135084,0.6,depth
680,-4.527116569308395,0.7401502618237268,1.213107147442254,0.6,depth
680,-4.4805121424034775,0.7249628124813461,1.1386541738613905,0.6,depth
682,-4.756605252093118,-0.6943219410115793,1.327505348092645,1.0,rover
682,-4.376443701018444,-0.5524149134691807,1.340756409128616,1.0,rover
682,-4.601552676934483,-1.1103160882456702,1.3341059847026526,1.0,rover
682,-4.221391125859809,-0.9684090607032715,1.3473570457386235,1.0,rover
860,-3.993914295212693,2.202294158154786,1.2578867552272004,0.6,depth
860,-3.1007022391682044,1.800382515139948,1.3759155164145596,0.6,depth
860,-3.560710101306658,2.2811817898374045,1.1830646392610584,0.6,depth
860,-4.027193334222099,2.19230925474882,1.1895057177963249,0.6,depth
860,-3.9924743931479534,2.2823512659692815,1.3126294022630784,0.6,depth
860,-2.893650548246544,1.6783786667479044,1.280309100454424,0.6,depth
860,-3.047896505000793,1.7531899762417784,1.3892778160100807,0.6,depth
860,-3.208752454819469,1.8478325731666896,1.3515320031598368,0.6,depth
860,-3.1056575392973533,1.811244345198796,1.2953635454847856,0.6,depth
860,-3.404374442262574,1.9983399724490858,1.3464173097557923,0.6,depth
862,-4.098902398429302,0.8698990797783491,1.3590560308604012,1.0,rover
862,-3.7306985022296915,0.7002559114524395,1.381035254317422,1.0,rover
862,-4.284670884600406,0.466630170875864,1.3585494163174472,1.0,rover
862,-3.9164669884007957,0.29698700254995436,1.3805286397744683,1.0,rover
880,-4.019731517567455,2.232079445468054,1.107891614556032,0.6,depth
880,-3.931235606903956,2.183747292061355,1.2791744853538687,0.6,depth
880,-3.064216636093991,1.7863047849483846,1.1893331217939456,0.6,depth
880,-3.21146684536573,1.8368274642263145,1.3387655494252628,0.6,depth
880,-3.1182512042986965,1.8047725551530243,1.3508669900642964,0.6,depth
880,-2.7873275796087125,1.6545285291027574,1.2390221349056065,0.6,depth
882,-4.102292145080491,0.8657536552027543,1.3591521113812406,1.0,rover
882,-3.7337743024258803,0.6967464178267926,1.3807658421960927,1.0,rover
882,-4.287354529824703,0.46216025236739955,1.358623963140193,1.0,rover
882,-3.918836687170092,0.2931530149914379,1.3802376939550451,1.0,rover
1260,1.3783592338808934,7.001630936509724,1.1317985544422502,0.6,depth
1260,0.40129931332173513,7.8416524713573725,1.1491424873108924,0.6,depth
1260,1.1721468924434222,7.2904472331209815,1.1005234678677274,0.6,depth
1260,1.1567170979651509,7.184228709750789,1.1225724534456074,0.6,depth
1260,0.3973513163634748,7.777266060692634,1.2409912571421349,0.6,depth
1260,1.0605087428160933,7.446910656294472,1.2339715785031091,0.6,depth
1260,1.0703206653835593,7.296893279060084,1.183648227798518,0.6,depth
1260,1.080518533715533,7.236862336006962,1.278603925430732,0.6,depth
1262,-0.06544722127351177,6.567668530994138,1.390465344571287,1.0,rover
1262,0.2549699208108218,6.319115364928403,1.3707124030888875,1.0,rover
1262,-0.3365703805590534,6.216603439466234,1.409998240145968,1.0,rover
1262,-0.016153238474719854,5.968050273400499,1.3902452986635685,1.0,rover
1280,1.07088550269387,7.270601097635507,1.154056301301292,0.6,depth
1280,1.1124305356704094,7.280718895128292,1.1989600651123222,0.6,depth
1280,1.0100460397967888,7.353565366621676,1.13142116786014,0.6,depth
1280,0.43761391720209136,7.751165200321982,1.2104917366364143,0.6,depth
1280,0.587590515388879,7.723724362024013,1.11121101651975,0.6,depth
1280,1.3044739456395877,7.086608318978734,1.0747687597165159,0.6,depth
1282,-0.07511610011074438,6.571971286298866,1.3892106071285726,1.0,rover
1282,0.24533723660077808,6.323458796960399,1.3695331674259608,1.0,rover
1282,-0.3461932354769095,6.220872253632981,1.4087722006923382,1.0,rover
1282,-0.025739898765386994,5.972359764294515,1.3890947609897264,1.0,rover
1460,0.0857187641324153,5.622795302601627,1.6361450360288046,0.6,depth
1460,-0.27414627388428703,4.978102421444794,1.5078315733552679,0.6,depth
1460,-0.37853506983149243,4.746117820248841,1.450118770850192,0.6,depth
1460,-0.2941492075570342,4.878707637049676,1.514087879658184,0.6,depth
1460,-0.32732122377007555,4.759506610259525,1.479962406872248,0.6,depth
1460,-0.25866926249519384,4.896851271907078,1.5561958846729411,0.6,depth
1460,-0.3005773689306819,4.944364465083932,1.4296379255824476,0.6,depth
1460,-0.30891399181573465,4.895504632430306,1.4637392616456888,0.6,depth
1460,-0.096595340022261,5.3328097767964415,1.4150636206743412,0.6,depth
1460,-0.1271055785050852,5.125391062858743,1.5666433577677352,0.6,depth
1460,-0.2687634359692075,4.923683829294738,1.4880278445435113,0.6,depth
1460,-0.22172039565474577,5.085061946817828,1.6098507605788404,0.6,depth
1462,-1.178940193422176,6.0075548728461134,1.8128536080248068,1.0,rover
1462,-1.322854161663616,5.628942389511488,1.7849724816452976,1.0,rover
1462,-1.591899700611161,6.160317201001494,1.8699860551873295,1.0,rover
1462,-1.7358136688526011,5.781704717666869,1.8421049288078202,1.0,rover
1480,0.29262954691805687,5.895418349497118,1.5841628713873286,0.6,depth
1480,-0.11943749301971884,5.202073640734174,1.5087624591712994,0.6,depth
1480,0.04244361672006258,5.830648554059036,1.4658121100348822,0.6,depth
1480,-0.32973734919497333,4.789690239369161,1.38327399289348,0.6,depth
1480,-0.26039156242320805,4.956539552441039,1.4036044368411265,0.6,depth
1480,0.2439377688923896,5.8567422786696,1.6336763577593705,0.6,depth
1480,-0.2408303138630672,5.003985343624888,1.4789860191049242,0.6,depth
1480,-0.3635675842138255,4.710688092192404,1.378059291633151,0.6,depth
1480,-0.32003788362808616,4.8364356260813075,1.503409849964847,0.6,depth
1480,-0.23616298286413184,5.087205879001681,1.4399192954144466,0.6,depth
1482,-1.1845826505701476,6.001280236363386,1.8070975580201083,1.0,rover
1482,-1.3281296142895698,5.622477342722809,1.779919681420557,1.0,rover
1482,-1.5977186675321018,6.153780090838593,1.8636521853626387,1.0,rover
1482,-1.7412656312515238,5.774977197198016,1.8364743087630875,1.0,rover
1660,0.2859889261144962,2.563110943766949,1.4378672336949154,0.6,depth
1660,0.11380861659444386,2.911213725362141,1.3727577711766137,0.6,depth
1660,0.7917724441765656,3.52052485768941,1.2178446675033139,0.6,depth
1660,0.9132510140219247,3.543171619801712,1.2878372472129977,0.6,depth
1660,0.6574525893980186,3.6808942925652124,1.366904883536668,0.6,depth
1660,0.1944426453832352,2.8470735306746606,1.460345730380094,0.6,depth
1660,-0.09443470122699138,2.8081725271757563,1.454007470752181,0.6,depth
1660,0.017431953858279003,2.899992881564634,1.4228985431417622,0.6,depth
1660,0.6368072291451635,3.600998161011918,1.2854544839594562,0.6,depth
1660,-0.108773498764698,2.7499869958409473,1.4674959405738361,0.6,depth
1660,0.2531613333128476,2.9792490489613965,1.4273983556497152,0.6,depth
1662,-0.48373915726977373,4.227280145092224,1.6069825964253113,1.0,rover
1662,-0.7448073251746631,3.9179223145423765,1.6382419051872832,1.0,rover
1662,-0.8206194265078044,4.514767695583533,1.6385831108296565,1.0,rover
1662,-1.0816875944126938,4.205409865033685,1.6698424195916282,1.0,rover
1680,0.4780483383626669,3.4292132354901863,1.50102120404549,0.6,depth
1680,0.7550259545750081,3.809420812807277,1.3773060130492147,0.6,depth
1680,-0.0268370298997731,2.8877062534790316,1.3972858174639464,0.6,depth
1680,0.7757210122940382,3.812204757985545,1.3852761875521522,0.6,depth
1680,0.20317327195384427,3.0912978200380516,1.4891551702902375,0.6,depth
1680,0.5679413798891423,3.1885343185005697,1.4739391942289948,0.6,depth
1680,0.7209704668389757,3.7467885785342205,1.2859814164867487,0.6,depth
1680,0.6498036831294703,3.5164397347772285,1.3291123804237155,0.6,depth
1680,-0.058897028702078025,2.839887336766762,1.489633488402566,0.6,depth
1680,0.20122760165878417,2.850396340271902,1.4078154031171888,0.6,depth
1682,-0.483115135124628,4.2235333393141,1.612804443827849,1.0,rover
1682,-0.7437886071988709,3.91369907602138,1.642604951317096,1.0,rover
1682,-0.8205198967867109,4.510424878719123,1.6442253194612524,1.0,rover
1682,-1.0811933688609536,4.200590615426402,1.6740258269504993,1.0,rover
1860,1.9569764436142054,5.120065858038879,1.5155449759697501,0.6,depth
1860,1.8294888039179305,5.132874377225878,1.5098211515654336,0.6,depth
1860,2.3017356952962285,3.936835713539477,1.3778728260748658,0.6,depth
1860,1.807084036312507,5.216444342300817,1.3908107731310202,0.6,depth
1860,2.237068694500702,3.997480831894403,1.5154919960792355,0.6,depth
1860,1.8178692391912477,5.213621949737584,1.5147955918310179,0.6,depth
1860,2.0577921872971374,4.726843586314869,1.3549338298306455,0.6,depth
1860,1.8468985609335515,5.103624136159828,1.5136638451378497,0.6,depth
1862,0.8238761144457531,4.279385632405071,1.5358942000532438,1.0,rover
1862,0.962003170627757,3.898584076156928,1.5085612326057523,1.0,rover
1862,0.4063912793013154,4.128350068572642,1.53035607020267,1.0,rover
1862,0.5445183354833193,3.7475485123244994,1.5030231027551784,1.0,rover
1880,1.9072423825601537,4.937280311256325,1.552978055771894,0.6,depth
1880,2.2563580165580133,3.948286545890277,1.2983797834687534,0.6,depth
1880,2.293777187204223,3.8432728498897095,1.3820549011972145,0.6,depth
1880,2.276988838733743,3.9458916073813217,1.417225451407032,0.6,depth
1880,2.307293533238961,3.954237978781913,1.4235401051541723,0.6,depth
1880,1.8498206318816728,5.1098882642484,1.3735207846930493,0.6,depth
1882,0.826335896500311,4.275697626012941,1.5349549304330439,1.0,rover
1882,0.9641809958067864,3.8947817748547413,1.5077916660192892,1.0,rover
1882,0.4087390648899742,4.124970505718302,1.5294575277105682,1.0,rover
1882,0.5465841641964497,3.7440546545601023,1.5022942632968137,1.0,rover
2060,1.2692677483541792,6.203170445994403,1.634871495849433,0.6,depth
2060,2.5723511234674277,6.154368419065564,1.4272323922732881,0.6,depth
2060,2.57997137467232,6.151977571996687,1.4637559316312734,0.6,depth
2060,1.3549588614765036,6.2023201899360645,1.5789352947752544,0.6,depth
2060,2.278755671578565,6.279470283284885,1.4427871803748573,0.6,depth
2060,2.52045064579739,6.1978805775176635,1.3946581602254597,0.6,depth
2060,1.993903356725185,6.266816377066459,1.5400937652049569,0.6,depth
2062,1.6141896372710645,4.962200916104848,1.574527961919322,1.0,rover
2062,2.0188068708370563,4.9450547697158775,1.5457720240036248,1.0,rover
2062,1.5936679994855458,4.519364103267526,1.5498212911868716,1.0,rover
2062,1.9982852330515377,4.502217956878555,1.5210653532711742,1.0,rover
2080,2.0901870637714204,6.259207998044243,1.5713764337702796,0.6,depth
2080,2.5007426998866853,6.1546308294897365,1.4335686954278513,0.6,depth
2080,2.1209421996366227,6.268356890912607,1.450987187317828,0.6,depth
2080,2.6386117568148957,6.173955122642618,1.3511311433890043,0.6,depth
2080,1.342897350260793,6.23068819719675,1.4705833568651765,0.6,depth
2080,1.7606889596844568,6.284315010918511,1.4452104457713826,0.6,depth
2082,1.6440223247275745,4.944008500025088,1.5669799911958187,1.0,rover
2082,2.048728836960745,4.927907642194853,1.5388837043736534,1.0,rover
2082,1.6247754044870009,4.50104307637456,1.5435879089592894,1.0,rover
2082,2.029481916720171,4.484942218544324,1.5154916221371244,1.0,rover
2260,3.865672276552022,5.687103628699368,1.6838824444658043,0.6,depth
2260,2.9990801097753796,6.261307482635281,1.6126178793287667,0.6,depth
2260,3.9798096043405833,5.728759195853184,1.6942043594413754,0.6,depth
2260,4.079719650012391,5.655206774510343,1.6892004793520254,0.6,depth
2260,3.021767320666574,6.333288003454474,1.7433651544194604,0.6,depth
2260,3.54361458309332,5.573409234317687,1.6746571802217962,0.6,depth
2260,3.467726837650199,5.948760617997671,1.7108765630984935,0.6,depth
2260,3.7786112437650687,5.659202343927254,1.6845992309766409,0.6,depth
2260,3.7734732278926386,5.326978461492394,1.6356914641474105,0.6,depth
2260,3.565534956406389,5.548878336924871,1.679458654101487,0.6,depth
2260,3.695714914544382,5.383391497665701,1.5769520752330541,0.6,depth
2260,4.007876363022378,5.440306874980193,1.6714085172799389,0.6,depth
2262,2.337049430641995,5.110231231306865,1.6837201722715258,1.0,rover
2262,2.5893185388733975,4.792418610147039,1.6698841734404277,1.0,rover
2262,1.989471907200513,4.835673124316599,1.6530002913438937,1.0,rover
2262,2.2417410154319155,4.517860503156774,1.6391642925127958,1.0,rover
2280,3.224451721467937,6.235002261757988,1.7317420034140136,0.6,depth
2280,4.423857512876785,5.449710592579405,1.64807828922384,0.6,depth
2280,4.5668610711187005,5.260028653913614,1.6294597395434272,0.6,depth
2280,3.5733434712643124,6.004243927137838,1.7211027132784746,0.6,depth
2280,3.554124217410483,5.5795706230841144,1.6731886010846455,0.6,depth
2280,3.7519041435978497,5.364606693513081,1.593664928264803,0.6,depth
2282,2.345865176150732,5.1186643444882165,1.682231834972979,1.0,rover
2282,2.598069173063516,4.8007924536218,1.6685714931681086,1.0,rover
2282,1.9982357423960073,4.844169528335242,1.651533745577796,1.0,rover
2282,2.2504397393087916,4.526297637468827,1.6378734037729257,1.0,rover
2460,4.218822622482717,3.766323958137593,1.2468395842616236,0.6,depth
2460,3.8771925380410215,3.61830836665614,1.281166826389856,0.6,depth
2460,3.7168069404517894,3.5005931710148013,1.344775235565249,0.6,depth
2460,4.8366993020191575,4.008234736578257,1.2557007816388157,0.6,depth
2460,4.099526545859414,3.710995234032606,1.3584052072598451,0.6,depth
2460,3.910375760099486,3.6353249739935896,1.2884081215070837,0.6,depth
2460,3.6698853401935962,3.4816001994377883,1.4131869785498612,0.6,depth
2460,3.9872311392521302,3.6715479406720855,1.3734332898176689,0.6,depth
2460,4.484546919833232,3.8949782037022675,1.3564089364186536,0.6,depth
2460,4.484065730077759,3.7697306325463584,1.1863293886286794,0.6,depth
2462,3.872296921964993,4.989665068001604,1.5432167241359358,1.0,rover
2462,3.515624461877959,4.795754032293158,1.5476060801183755,1.0,rover
2462,3.662170873066925,5.377337496563447,1.595112116103334,1.0,rover
2462,3.3054984129798908,5.183426460855,1.5995014720857736,1.0,rover
2480,3.720428843386444,3.489385942905524,1.3207509302333156,0.6,depth
2480,4.1179763858763145,3.6480236927475893,1.3196034050932302,0.6,depth
2480,4.574909716530662,3.8334617964072564,1.3791302670899852,0.6,depth
2480,4.542472093849917,3.8764436972984386,1.208879467625516,0.6,depth
2480,4.319924996511465,3.7666182289759966,1.3804807125318193,0.6,depth
2480,3.6452935732675993,3.4407254191695262,1.2417265701385884,0.6,depth
2480,4.304034147086515,3.754755311831013,1.327906449101518,0.6,depth
2482,3.9024103292346743,4.953751823726767,1.5357135275280671,1.0,rover
2482,3.544046040132433,4.7629991600834884,1.5406589910290374,1.0,rover
2482,3.695754044955343,5.3433305526462975,1.5872653862850854,1.0,rover
2482,3.337389755853102,5.152577889003019,1.5922108497860556,1.0,rover
2660,3.749254314455206,2.683477031112188,2.379314593955688,0.6,depth
2660,3.7605526494774355,2.747878096860525,2.3218289135835932,0.6,depth
2660,2.72277828994419,2.9320416596070054,2.061552944363962,0.6,depth
2660,3.7694327419580724,2.7947378812217627,2.3013257903562847,0.6,depth
2660,2.727281623284016,2.905176417740389,2.1218613974627005,0.6,depth
2660,3.3694947120407788,2.836407459145753,2.2235543130296707,0.6,depth
2660,3.484272069664799,2.483269145792687,2.3031087301367483,0.6,depth
2660,3.0914278269363873,2.7699798716889186,2.1496063280819104,0.6,depth
2660,2.9208568482279054,2.7945042755656844,2.2901786064419256,0.6,depth
2660,3.6243944803052353,2.633711417500545,2.378082701291774,0.6,depth
2662,3.6247815824391734,4.025389948663163,2.7169606423005375,1.0,rover
2662,3.229957332041983,4.06120350993494,2.6293980925013813,1.0,rover
2662,3.6435957277006374,4.459217724215187,2.809564579029294,1.0,rover
2662,3.2487714773034475,4.495031285486964,2.7220020292301377,1.0,rover
2680,3.7696820442921566,2.685167269442423,2.3351425679520625,0.6,depth
2680,3.2059304137729945,2.809579802276539,2.2937666583667093,0.6,depth
2680,3.6962084545608827,2.701058356296538,2.3558742341323056,0.6,depth
2680,3.700422769119552,2.56529382740868,2.35246390326811,0.6,depth
2680,3.017515932361759,2.8767501492140957,2.3047390270912924,0.6,depth
2680,2.7592863378339385,2.913264945850006,2.1374702005191644,0.6,depth
2680,4.00076517785763,2.6536378954068187,2.4396341252378835,0.6,depth
2680,3.5426868180503455,2.841371323146488,2.33132022884868,0.6,depth
2680,3.9840734523290413,2.7277646249892373,2.399069956757928,0.6,depth
2680,3.466571126793368,2.8359840028812426,2.3998364128567706,0.6,depth
2680,2.916455976733875,2.938624387186411,2.0956650453152417,0.6,depth
2680,3.5658534574019884,2.779034909529746,2.2305724739690884,0.6,depth
2682,3.6600826183650765,4.0410414336115945,2.707951990343483,1.0,rover
2682,3.265218886582076,4.0781140991069105,2.621094343613474,1.0,rover
2682,3.6805786709613604,4.47491917317015,2.79996296220841,1.0,rover
2682,3.28571493917836,4.511991838665466,2.7131053154784004,1.0,rover
2860,5.400177443233494,2.951052485153544,1.6209200423864565,0.6,depth
2860,6.054077121668611,2.899176449816801,1.6143793781096953,0.6,depth
2860,5.344842471838607,3.5559742296277728,1.6359364437181132,0.6,depth
2860,5.34147591828601,3.057481983785446,1.6103470883181874,0.6,depth
2860,5.92908787189767,4.012588329273031,1.6584378848734038,0.6,depth
2860,5.577859275866987,3.687933812493899,1.6451022362180745,0.6,depth
2860,5.528634841605431,2.4459892990205745,1.544340948204698,0.6,depth
2860,7.178186598275582,3.563270915940422,1.6460764944913744,0.6,depth
2860,6.267861785346767,3.002984087386829,1.5943054825426608,0.6,depth
2862,4.103653071876446,3.142601380715735,1.6308863781412466,1.0,rover
2862,4.115355050732376,2.7376079341539805,1.6048216139396108,1.0,rover
2862,3.662706456925422,3.133150256132892,1.5797712237606447,1.0,rover
2862,3.6744084357813516,2.7281568095711375,1.5537064595590089,1.0,rover
2880,6.1589246644729805,2.7816481192357987,1.6638885921407267,0.6,depth
2880,5.381403587524175,3.7148397041493824,1.6986612795469933,0.6,depth
2880,5.471271423451403,3.307408354056222,1.6819183708096037,0.6,depth
2880,6.115865786603775,2.0260680282792474,1.6899863017097785,0.6,depth
2880,5.869994656372367,3.3460343289911902,1.695474446339821,0.6,depth
2880,5.588057839773919,3.6911319732978516,1.7028998235708093,0.6,depth
2880,6.491305561095041,2.4885523225609916,1.6985336698890032,0.6,depth
2882,4.103730193249127,3.1406852581093503,1.6699578392535583,1.0,rover
2882,4.112111406047219,2.735851821341561,1.6403665610315328,1.0,rover
2882,3.663155377687804,3.135570117637625,1.6151521166412146,1.0,rover
2882,3.671536590485896,2.7307366808698355,1.585560838419189,1.0,rover
3060,5.750144666880235,3.270998151619746,1.4831037099497846,0.6,depth
3060,4.936657601579222,4.199727214564253,1.6327252894657145,0.6,depth
3060,5.661227575221812,3.2460049707323217,1.545139481395974,0.6,depth
3060,5.416896684156244,4.222331116004106,1.6677451489672077,0.6,depth
3060,5.556403480566914,3.528457948951221,1.478409131111154,0.6,depth
3060,5.3219169336699705,4.112215279661327,1.6579699741718348,0.6,depth
3060,5.73565605906376,3.254128169583258,1.4583103206460293,0.6,depth
3060,5.18066577431114,3.975081439460264,1.5718369750713304,0.6,depth
